Source Image, Target Image, Output File
/media/NAS/DATASET/FFHQ/FFHQ_1024/57023.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/41421.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/41421_57023.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/07784.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/13246.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/13246_07784.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/16725.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/02639.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/02639_16725.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/28047.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/13542.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/13542_28047.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/39301.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/11915.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/11915_39301.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/46372.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/06105.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/06105_46372.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/56786.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/41584.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/41584_56786.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/53232.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/46427.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/46427_53232.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/25311.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/17282.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/17282_25311.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/43861.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/57138.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/57138_43861.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/22345.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/41764.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/41764_22345.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/48814.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/49036.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/49036_48814.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/00707.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/05029.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/05029_00707.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/60919.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/02254.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/02254_60919.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/64964.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/52756.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/52756_64964.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/59745.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/02354.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/02354_59745.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/66031.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/20085.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/20085_66031.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/58898.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/62845.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/62845_58898.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/69743.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/67300.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/67300_69743.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/65230.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/54034.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/54034_65230.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/44505.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/50799.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/50799_44505.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/20604.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/61465.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/61465_20604.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/59657.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/32776.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/32776_59657.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/31201.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/53825.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/53825_31201.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/32933.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/05000.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/05000_32933.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/19784.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/61161.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/61161_19784.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/33322.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/19761.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/19761_33322.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/56086.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/68910.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/68910_56086.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/57163.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/37673.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/37673_57163.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/66258.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/43621.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/43621_66258.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/27982.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/31318.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/31318_27982.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/68348.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/61356.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/61356_68348.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/69001.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/10758.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/10758_69001.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/51971.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/12888.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/12888_51971.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/55349.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/34385.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/34385_55349.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/31698.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/62152.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/62152_31698.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/61666.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/64157.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/64157_61666.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/67427.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/31638.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/31638_67427.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/49783.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/51976.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/51976_49783.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/40816.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/59991.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/59991_40816.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/47719.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/33983.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/33983_47719.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/13935.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/39171.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/39171_13935.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/52785.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/13985.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/13985_52785.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/59822.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/52933.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/52933_59822.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/42972.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/33854.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/33854_42972.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/16141.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/59592.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/59592_16141.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/44623.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/15114.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/15114_44623.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/01538.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/68919.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/68919_01538.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/09719.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/13423.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/13423_09719.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/56083.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/08957.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/08957_56083.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/18008.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/57471.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/57471_18008.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/46067.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/03975.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/03975_46067.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/22867.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/13313.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/13313_22867.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/08913.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/16851.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/16851_08913.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/47710.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/06874.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/06874_47710.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/43514.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/59631.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/59631_43514.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/69234.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/58962.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/58962_69234.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/57258.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/31391.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/31391_57258.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/12031.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/50303.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/50303_12031.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/27845.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/06925.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/06925_27845.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/37948.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/33379.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/33379_37948.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/04779.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/20704.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/20704_04779.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/36812.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/16469.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/16469_36812.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/07973.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/53594.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/53594_07973.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/29835.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/51052.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/51052_29835.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/21968.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/47484.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/47484_21968.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/40497.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/09303.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/09303_40497.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/10105.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/04424.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/04424_10105.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/18571.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/03178.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/03178_18571.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/08779.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/13654.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/13654_08779.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/27978.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/26205.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/26205_27978.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/25783.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/39920.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/39920_25783.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/19820.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/52429.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/52429_19820.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/29951.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/51209.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/51209_29951.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/07506.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/22017.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/22017_07506.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/19889.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/30011.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/30011_19889.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/01501.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/41318.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/41318_01501.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/58440.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/28589.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/28589_58440.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/37586.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/17194.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/17194_37586.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/18338.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/32771.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/32771_18338.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/01692.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/51126.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/51126_01692.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/66732.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/25851.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/25851_66732.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/42842.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/47184.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/47184_42842.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/07114.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/35269.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/35269_07114.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/24828.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/59020.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/59020_24828.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/52630.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/51367.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/51367_52630.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/62915.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/68089.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/68089_62915.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/36196.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/34890.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/34890_36196.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/20076.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/54033.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/54033_20076.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/56224.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/66809.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/66809_56224.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/12855.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/65446.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/65446_12855.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/24412.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/42103.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/42103_24412.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/38807.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/16735.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/16735_38807.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/50442.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/32629.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/32629_50442.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/37522.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/18382.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/18382_37522.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/67682.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/53875.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/53875_67682.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/01689.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/01392.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/01392_01689.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/55822.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/08833.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/08833_55822.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/07118.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/26368.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/26368_07118.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/66735.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/47559.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/47559_66735.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/50981.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/55960.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/55960_50981.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/50560.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/19742.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/19742_50560.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/27192.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/39838.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/39838_27192.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/63383.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/60791.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/60791_63383.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/14973.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/53993.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/53993_14973.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/07814.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/08251.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/08251_07814.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/17953.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/38325.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/38325_17953.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/18458.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/00274.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/00274_18458.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/61802.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/39428.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/39428_61802.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/58936.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/50555.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/50555_58936.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/15678.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/57195.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/57195_15678.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/64422.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/43509.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/43509_64422.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/14569.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/07530.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/07530_14569.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/27633.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/68536.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/68536_27633.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/69590.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/69431.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/69431_69590.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/10962.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/41475.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/41475_10962.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/30033.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/04563.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/04563_30033.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/32487.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/08319.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/08319_32487.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/11313.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/11205.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/11205_11313.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/55794.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/68179.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/68179_55794.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/52881.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/46735.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/46735_52881.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/55322.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/05732.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/05732_55322.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/55197.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/11481.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/11481_55197.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/38982.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/33975.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/33975_38982.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/02292.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/07834.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/07834_02292.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/06028.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/26306.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/26306_06028.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/18386.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/38629.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/38629_18386.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/37195.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/55402.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/55402_37195.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/06457.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/60783.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/60783_06457.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/58547.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/16514.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/16514_58547.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/61683.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/37560.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/37560_61683.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/52973.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/67770.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/67770_52973.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/17051.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/21536.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/21536_17051.jpeg
/media/NAS/DATASET/FFHQ/FFHQ_1024/18455.png, /media/NAS/DATASET/FFHQ/FFHQ_1024/20049.png, /media/NAS/DATASET/FaceFusion/FFHQ_Swap/20049_18455.jpeg
